Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Class,MINUTES
Jesse Cook,Azul,48,0.71,0.339,8,-15.283,0,0.0389,0.748,0.891,0.143,0.615,141.989,4,7,4.307783333
Altin G√ºn,Leyla,43,0.462,0.753,1,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44,4,6,3.2959
Ms. Lauryn Hill,Doo Wop (That Thing),74,0.535,0.505,2,-8.926,0,0.245,0.0393,,0.0923,0.495,99.935,4,5,5.337783333
Doyle Bramhall,Life by the Drop,41,0.511,0.686,1,-5.02,0,0.0278,0.017,0.00265,0.119,0.309,110.509,4,2,3.094883333
Ezhel,Sakatat,60,0.857,0.545,4,-7.3,0,0.472,0.487,0.0152,0.337,0.57,107.038,4,9,2.602483333
Parkway Drive,Vice Grip,59,0.48,0.988,11,-3.229,0,0.0838,3.17E-05,0.00432,0.389,0.252,124.041,4,8,4.393116667
JVC Force,Strong Island,34,0.766,0.902,6,-6.36,1,0.0973,0.754,1.94E-06,0.183,0.958,95.883,4,5,5.994883333
"Vijay Madhur, Sreevani Kakunje",Mohanakalyani Thillana Carnatic fusion,22,0.728,0.668,,-11.076,0,0.0491,0.312,,0.0802,0.409,125.005,4,0,3.424
Shiruetto,Rock Out,27,0.542,0.763,1,-5.613,1,0.0915,0.0422,0.000754,0.662,0.377,114.902,4,6,2.66085
The Cardigans,Erase / Rewind,62,0.743,0.697,11,-6.079,0,0.0276,0.000504,0.0126,0.106,0.585,103.642,4,10,3.64175
Lizz Wright,Seems I‚Äôm Never Tired Lovin‚Äô You,45,0.412,0.341,3,-9.178,1,0.0281,0.861,3.31E-06,0.108,0.167,109.978,3,2,4.73155
toe,tremolo+delay,42,0.43,0.888,11,-7.5,0,0.0398,0.107,0.918,0.107,0.529,88.834,4,10,3.054883333
"Blood, Sweat & Tears",Spinning Wheel - Live at Woodstock,24,0.535,0.426,4,-13.536,0,0.0507,0.181,0.0211,0.273,0.631,96.929,4,10,4.942883333
Remi Wolf,Monte Carlo,62,0.797,0.625,8,-4.893,1,0.0518,0.084,,0.222,0.883,145.008,4,6,2.39655
Incubus,A Certain Shade of Green,52,0.429,0.978,11,-4.88,1,0.126,0.000227,6.81E-06,0.0583,0.43,121.651,4,8,3.189333333
Tamikrest,Tisnant an Chatma,42,0.329,0.887,6,-5.06,0,0.0516,0.331,0.82,0.085,0.565,156.898,4,2,4.846666667
Scarlet Pleasure,What A Life (j'fais ma life) [feat. Suzane],46,0.725,0.564,9,-5.64,0,0.039,0.499,,0.074,0.548,113.881,4,6,3.099033333
FEET,Petty Thieving,30,0.413,0.884,,-3.516,1,0.0459,0.002,0.000736,0.152,0.443,175.148,4,6,4.02555
LPB Poody,Batman,78,0.893,0.565,1,-4.74,1,0.268,0.0754,,0.0375,0.808,81.009,4,5,2.6072
DEVO,Whip It,65,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,4,10,2.68555
Savatage,Believe,41,0.272,0.508,,-9.564,1,0.0409,0.0355,0.000894,0.0855,0.118,62.473,4,8,5.707116667
Revolting Cocks,Attack Ships on Fire,34,0.649,0.929,3,-13.082,1,0.0439,0.0302,0.77,0.339,0.517,131.711,4,8,4.9064
Gatlin,Whenever He Asks,36,0.535,0.606,9,-8.637,0,0.0713,0.357,0.000142,0.194,0.368,176.79,3,9,2.642
Strawberry Alarm Clock,Incense And Peppermints,45,0.473,0.735,9,-8.921,1,0.0296,0.0603,,0.15,0.754,132.506,4,1,2.83
Lonely The Brave,Black Mire,32,0.225,0.816,,-3.495,0,0.0396,5.11E-06,0.584,0.127,0.303,77.289,4,10,4.204216667
Super Furry Animals,Golden Retriever,43,0.521,0.782,2,-4.942,1,0.0349,0.00424,0.0102,0.106,0.641,126.254,4,10,2.429333333
Hamzaa,Write It Down - Acoustic,38,0.384,0.297,10,-6.773,0,0.0428,0.834,,0.0876,0.471,82.284,4,9,3.961816667
Ten Thousand Crows,The Moon,34,0.382,0.959,2,-3.131,1,0.105,2.16E-05,0.0294,0.37,0.0569,170.116,4,8,3.69225
grandson,In Over My Head,60,0.582,0.817,,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,4,1,3.3061
The OBGMs,All My Friends,30,0.516,0.923,7,-5.288,1,0.0345,3.47E-05,0.000145,0.0944,0.541,104.982,4,6,3.335283333
DJ Jazzy Jeff & The Fresh Prince,Boom! Shake the Room,54,0.792,0.964,1,-5.405,1,0.154,0.0698,,0.302,0.621,99.771,4,9,3.77
The Deviants,Charlie,15,0.689,0.494,3,-17.853,0,0.0631,0.159,0.046,0.0935,0.771,111.334,4,2,3.972
Delta 5,Mind Your Own Business,47,0.871,0.61,7,-7.565,1,0.239,0.0307,0.000203,0.0674,0.788,134.507,4,1,3.222883333
Bad Flamingo,Dead Man's Hand,27,0.676,0.604,4,-11.483,1,0.186,0.299,0.587,0.13,0.813,151.174,4,2,3.69955
Dudu Tassa,◊î◊ú◊ô◊ú◊î ◊ú◊ê - ◊¢◊ú◊ô◊™ ◊ú◊ô ◊ë◊ñ◊ô◊õ◊®◊ï◊ü,35,0.865,0.614,9,-6.194,0,0.0749,0.0138,,0.441,0.869,120.016,4,10,3.83845
Robert Plant,29 Palms - 2006 Remaster,58,0.657,0.658,7,-8.187,1,0.0258,0.0882,0.000131,0.136,0.827,116.817,4,10,4.865116667
Polo G,GANG GANG (with Lil Wayne),40,0.752,0.563,3,-8.066,0,0.209,0.146,,0.103,0.551,145.05,4,9,2.9796
Dead Sara,Weatherman,42,0.381,0.918,,-3.104,1,0.0849,0.00587,0.000103,0.473,0.344,84.802,4,10,4.35445
YUNGBLUD,parents,77,0.618,0.823,7,-4.76,1,0.0447,0.0132,,0.288,0.58,82.004,4,9,2.864666667
Metallica,King Nothing,57,0.527,0.907,8,-5.772,1,0.0377,8.39E-05,0.00755,0.0891,0.364,112.089,4,8,5.496
Blahzay Blahzay,Danger - Original Mix,46,0.723,0.739,,-7.943,1,0.401,0.403,,0.365,0.805,177.886,4,5,3.75445
Seether,Bruised And Bloodied,56,0.629,0.88,2,-4.483,1,0.0371,7.54E-05,0.0332,0.064,0.454,121.008,4,10,3.62955
John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,66,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96E-06,0.856,0.435,111.378,4,10,4.094883333
The Smashing Pumpkins,Drown,62,0.432,0.415,2,-9.755,1,0.0357,0.00849,0.927,0.107,0.189,144,4,10,4.506666667
Barns Courtney,Fire,65,0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,4,2,3.292
Queens of the Stone Age,Feel Good Hit Of The Summer,49,0.432,0.642,1,-7.069,0,0.0342,0.177,0.0277,0.0936,0.422,165.534,4,8,4.42245
Arik Einstein,◊©◊ô◊® ◊©◊ú ◊ê◊ó◊®◊ô ◊û◊ú◊ó◊û◊î - ◊ô◊°◊û◊ô◊ü - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,24,0.429,0.4,2,-10.999,1,0.0264,0.328,,0.146,0.446,77.107,4,10,3.822933333
Lauren Auder,Unseen,33,0.367,0.637,6,-6.565,1,0.0299,0.0521,0.0236,0.129,0.156,74.048,4,6,3.817333333
Kate Stephenson,Exless,59,0.51,0.245,8,-12.5,1,0.0441,0.694,,0.127,0.157,133.878,5,9,3.429566667
Johannes Bornlöf,The Joys And Sorrows Of Life,41,0.295,0.201,10,-14.954,0,0.0321,0.912,0.932,0.102,0.0373,101.923,4,7,2.790316667
Alma Zohar,Khulat Einaim,28,0.61,0.812,11,-5.289,0,0.0391,0.393,7.90E-05,0.344,0.586,94.026,4,10,3.369733333
LILHUDDY,The Eulogy of You and Me,64,0.513,0.848,4,-4.644,1,0.0676,0.000161,,0.336,0.394,143.968,4,10,3.056033333
YUNGBLUD,"god save me, but don't drown me out",63,0.373,0.871,2,-3.706,1,0.0622,0.00115,,0.4,0.201,127.413,4,10,3.625166667
A Blaze of Feather,Labyrinth - Acoustic,31,0.219,0.386,2,-9.066,1,0.0315,0.643,,0.101,0.404,161.661,4,1,3.25
Blondie,One Way Or Another - Remastered,66,0.45,0.914,2,-5.4,1,0.0607,0.0305,1.42E-05,0.152,0.904,162.487,4,10,3.585116667
KALEO,No Good,65,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,4,2,3.904
Black Pistol Fire,Pick Your Poison,53,0.416,0.79,9,-5.345,1,0.0444,0.00714,3.50E-06,0.0682,0.616,154.051,4,2,3.750883333
Sour Widows,Look the Other Way,30,0.536,0.477,5,-8.999,1,0.0301,0.889,0.00079,0.106,0.316,159.679,4,10,5.078666667
Ramachandra Murthy,Enna Thavam Seithanai - Instrumental,18,0.365,0.512,9,-11.036,1,0.0546,0.625,0.0977,0.145,0.457,79.284,4,6,4.292683333
Ghost Killer Track,Tonight (feat. D-Block Europe & OBOY),69,0.673,0.612,9,-7.419,1,0.241,0.232,1.11E-05,0.15,0.306,147.874,4,5,3.586216667
Sanju,Astral,24,0.389,0.921,3,-6.123,1,0.0871,0.000432,,0.433,0.276,125.055,4,8,3.75
Green Day,Welcome to Paradise,68,0.37,0.96,3,-4.162,0,0.0378,0.000241,0.0116,0.0563,0.717,89.428,4,10,3.73555
John Leyton,Johnny Remember Me,37,0.345,0.727,7,-9.711,0,0.0778,0.252,1.70E-06,0.0882,0.509,143.874,4,6,2.676666667
Wyldest,Hollow,1,0.638,0.737,2,-6.35,1,0.0352,0.195,0.0233,0.122,0.289,119.038,4,6,3.073883333
Son Little,Blue Magic (Waikiki) - Eric Krasno Remix,38,0.735,0.684,6,-11.039,0,0.078,0.0426,0.000234,0.319,0.83,95.978,4,2,3.708333333
Yuval Dayan,◊ë◊©◊¢◊î ◊ò◊ï◊ë◊î,30,0.618,0.447,5,-10.98,1,0.0299,0.355,,0.104,0.16,130.862,3,9,3.452666667
Fugazi,Waiting Room,65,0.616,0.727,1,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,4,1,2.887783333
Itay Levi,Achrey Hakol Mitga'agea,31,0.568,0.558,11,-8.342,1,0.22,0.907,,0.217,0.409,156.229,4,9,2.845283333
Grouplove,Deadline,56,0.627,0.94,11,-5.563,0,0.29,0.148,0.00333,0.623,0.592,158.012,4,6,3.644666667
Black Veil Brides,Fields of Bone,63,0.252,0.957,1,-2.318,0,0.473,0.00268,0.000451,0.0834,0.192,187.853,4,8,3.3298
Utsav Lal,Raga Hamsdhwani,,0.251,0.316,,-17.171,1,0.0361,0.843,0.912,0.0678,0.0547,87.966,4,0,13.02328333
T. Rex,Cosmic Dancer,58,0.363,0.803,,-8.089,1,0.06,0.0117,0.00601,0.189,0.718,156.047,4,1,4.442216667
Jesus Jones,Right Here Right Now,56,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45E-06,0.103,0.723,106.862,4,10,3.154883333
PJ Harvey,Good Fortune,52,0.552,0.669,7,-4.462,1,0.0329,0.00697,0.0467,0.0781,0.561,126.092,4,1,3.336666667
James Booker,Junco Partner,37,0.487,0.658,2,-11.856,1,0.0342,0.703,0.0396,0.0829,0.793,102.435,4,2,3.921333333
Tropidelic,Feels Like Home (with Shwayze),44,0.652,0.762,1,-6.396,0,0.223,0.214,,0.0981,0.697,190.032,4,10,3.193333333
Young Stoner Life,Slam The Door,65,0.915,0.527,10,-10.292,0,0.321,0.09,,0.0959,0.764,119.936,4,5,3.140666667
Merle Haggard,"Twinkle, Twinkle Lucky Star",46,0.659,0.34,4,-14.976,1,0.035,0.841,0.000598,0.222,0.694,81.64,4,4,3.393333333
Seaweed,Losing Skin,42,0.209,0.951,,-6.326,1,0.0609,6.51E-06,0.00619,0.0829,0.471,100.945,4,10,2.717783333
KLON,Santa Barbara,37,0.817,0.508,,-9.526,0,0.0333,0.0263,0.0614,0.267,0.62,100.02,4,6,3.774216667
Boaz Sharabi,◊™◊†◊ô ◊ú◊ô ◊ô◊ì,24,0.392,0.363,9,-14.575,0,0.0349,0.347,,0.0847,0.152,74.593,4,9,3.79555
Lil Peep,Falling Down - Bonus Track,82,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,4,5,3.273333333
The Vines,Get Free,62,0.502,0.978,7,-3.278,1,0.0649,0.000163,1.27E-06,0.287,0.603,138.811,4,10,2.10955
The Offspring,Days Go By,54,0.402,0.976,9,-1.823,1,0.0712,0.0029,,0.116,0.318,150.061,4,10,4.029783333
Lagori,Darbari,12,0.567,0.706,4,-6.778,0,0.0351,0.0325,0.00516,0.112,0.281,93.003,4,0,5.14475
Nada Surf,Popular,53,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94E-05,0.116,0.296,94.82,4,1,3.67645
Nurit Galron,◊î◊ú◊ê ◊†◊ï◊ì◊¢,24,0.724,0.61,7,-8.744,0,0.0312,0.43,0.00678,0.0802,0.583,120.04,4,10,3.660833333
The Amazons,In My Mind,48,0.32,0.892,1,-3.628,1,0.0539,0.000137,7.30E-05,0.0899,0.474,77.508,4,10,3.838883333
Cary Morin,Prisoner,37,0.54,0.086,2,-16.292,1,0.036,0.758,6.00E-05,0.0953,0.285,89.955,4,2,4.162666667
Damien Rice,9 Crimes,61,0.346,0.139,,-15.326,1,0.0321,0.913,7.73E-05,0.0934,0.116,136.168,4,6,3.63245
Ida Mae,Click Click Domino (feat. Marcus King),47,0.465,0.751,2,-5.801,1,0.126,0.279,0.00764,0.208,0.618,149.501,4,2,3.385
Mick Gordon,Rip & Tear,67,0.506,0.882,9,-8.683,1,0.0737,0.000655,0.795,0.174,0.14,107.994,4,8,4.295583333
KenTheMan,He Be Like,58,0.911,0.415,6,-10.452,0,0.175,0.029,,0.0958,0.642,125.052,4,5,3.216
Silverstein,Infinite,59,0.441,0.868,11,-5.516,0,0.0714,0.000121,2.72E-06,0.145,0.366,162,4,10,2.728666667
Kenny Wayne Shepherd,Blue On Black - Live,32,0.339,0.69,7,-8.307,1,0.0306,0.00388,0.000987,0.983,0.421,154.623,4,2,5.544216667
Max Cooper,Swarm,36,0.594,0.692,9,-10.873,0,0.0398,0.378,0.953,0.0872,0.056,102.001,3,6,4.470583333
Tribulation,Leviathans,32,0.356,0.937,5,-7.185,0,0.0614,0.00221,0.331,0.149,0.212,145.908,4,8,4.909116667
Timo Tolkki‚Äôs Avalon,The Fire and the Sinner,34,0.52,0.709,9,-6.31,0,0.0467,0.0769,,0.31,0.186,119.79,4,8,3.098066667
DREAMERS,Painkiller,56,0.398,0.92,2,-3.267,0,0.0491,0.00311,0.000531,0.108,0.226,200.131,4,1,3.377116667
ONE OK ROCK,Renegades,68,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,4,10,4.075633333
The Day Of The Beast,Disturbing Roars at Twilight,31,0.236,0.96,2,-5.034,0,0.145,3.43E-06,0.0181,0.23,0.118,107.975,4,8,4.161616667
Evile,Cult,41,0.51,0.911,10,-5.048,1,0.0361,0.000276,0.072,0.138,0.558,140.053,4,8,4.866
Korn,Freak On a Leash,74,0.353,0.898,2,-5.877,1,0.052,2.23E-05,0.105,0.39,0.525,103.293,4,10,4.262216667
Shemekia Copeland,Money Makes You Ugly,42,0.619,0.631,7,-4.738,1,0.032,0.066,1.64E-06,0.0957,0.407,116.062,4,2,3.60285
French The Kid,Old Friends,62,0.736,0.52,10,-10.486,0,0.262,0.249,0.000932,0.107,0.262,94.286,5,5,3.649066667
Little Sonny,A Woman Named Trouble,10,0.62,0.683,7,-12.393,1,0.0548,0.139,,0.0492,0.94,156.16,4,2,4.44045
Turkuaz,Bubba Slide - Live,12,0.594,0.791,10,-9.452,0,0.0452,0.216,0.0672,0.938,0.433,106.15,4,10,10.35256667
Doohickey Cubicle,Milano Sport,24,0.504,0.614,7,-9.236,0,0.0494,0.58,0.617,0.112,0.547,168.066,4,6,3.067383333
Lush,Desire Lines,46,0.376,0.663,9,-5.451,0,0.0325,0.000167,0.00479,0.075,0.0725,121.049,4,6,7.652883333
Keef Hartley Band,Leavin' Trunk,32,0.353,0.438,5,-14.155,1,0.0358,0.192,0.085,0.108,0.728,82.004,4,10,5.939333333
Mourn,Fun at the Geysers,25,0.456,0.961,7,-4.353,1,0.0772,0.000288,0.00201,0.366,0.712,76.547,4,1,1.978666667
Dirty Heads,Lay Me Down,64,0.668,0.78,7,-6.481,1,0.0901,0.0487,,0.107,0.739,170.032,4,10,3.585783333
"Erik Satie, Gautier Capuçon, Jerome Ducros, Adrien Perruchon, Orchestre de chambre de Paris",Satie / Orch. Ducros: Gymnopédie No. 1,1,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,3,7,2.868666667
Adele,Send My Love (To Your New Lover),71,0.691,0.51,6,-9.217,0,0.0878,0.0347,3.32E-06,0.182,0.515,164.055,4,9,3.717983333
Shalom Hanoch,◊ê◊ú ◊™◊ï◊ï◊™◊®,17,0.366,0.2,2,-15.747,1,0.0386,0.714,5.04E-05,0.121,0.13,123.753,5,10,2.096666667
Walter Trout,Sittin On Top Of The World,33,0.167,0.924,,-5.868,1,0.0561,0.011,0.0593,0.863,0.555,163.264,3,2,5.75555
Seether,Against The Wall - Acoustic Version,56,0.58,0.488,1,-10.585,1,0.0262,0.255,2.63E-05,0.108,0.13,131.998,4,10,3.447083333
Judas Priest,Beyond the Realms of Death,56,0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24E-05,0.164,0.544,172.123,4,8,6.83
ARXX,Deep,33,0.65,0.6,9,-10.615,0,0.04,0.0278,0.00121,0.811,0.795,110.016,4,1,3.003383333
8 Ball Aitken,Ice Cream Man,25,0.569,0.761,9,-4.78,0,0.0343,0.0315,0.000694,0.0958,0.694,90.024,4,2,3.49335
Claire George,Northern Lights,27,0.723,0.577,8,-8.638,1,0.041,0.153,0.0228,0.0944,0.351,107.012,4,6,4.316083333
dodie,I Kissed Someone (It Wasn't You),58,0.458,0.179,11,-19.057,0,0.0888,0.938,0.175,0.119,0.243,77.737,5,6,2.515616667
Attack Attack!,Brachyura Bombshell,56,0.478,0.971,1,-4.845,1,0.0853,0.000987,0.0192,0.0809,0.38,122.397,4,8,3.735066667
Forevrboy,Without U,33,0.505,0.793,6,-5.812,0,0.0333,0.0165,0.699,0.502,0.485,154.92,4,10,2.68515
Younger Hunger,Charlie Kaufman,42,0.712,0.629,6,-6.461,1,0.0365,0.0181,,0.126,0.407,97.486,4,9,3.366216667
Jefferson Airplane,"Somebody to Love - Live at The Woodstock Music & Art Fair, August 17, 1969",39,0.364,0.862,6,-11.716,1,0.0474,0.028,0.0389,0.657,0.566,145.186,4,10,4.531333333
MC Beezy,Casamigos,44,0.731,0.563,5,-5.893,1,0.508,0.0419,,0.0938,0.539,209.84,4,5,2.739783333
Ben Wendel,Less,14,0.215,0.104,4,-14,1,0.0333,0.951,0.0121,0.0761,0.0637,78.62,4,6,3.850416667
The Stooges,Gimme Danger - Bowie Mix,44,0.455,0.588,3,-12.238,0,0.0489,0.00461,0.549,0.131,0.348,131.857,4,10,3.484883333
Sonny Smith,Lost,41,0.584,0.81,,-6.308,1,0.0308,0.00899,0.00104,0.0789,0.865,87.094,4,6,3.977116667
Death Cab for Cutie,I Will Follow You into the Dark,64,0.581,0.163,5,-14.686,1,0.0447,0.923,,0.118,0.475,77.748,4,10,3.156666667
Mickey Darling,Reverse Cowgirl,55,0.549,0.693,6,-8.926,0,0.128,0.244,,0.111,0.459,168.969,4,9,3.65755
Tiberius b,Big Deal,43,0.696,0.571,1,-5.472,1,0.0545,0.0285,,0.0917,0.456,136.036,4,6,4.305616667
Roxy Music,Love Is The Drug,61,0.838,0.757,2,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,4,6,4.188883333
Iration,DJs,47,0.839,0.706,,-5.293,1,0.0822,0.00534,9.87E-06,0.216,0.613,96.065,4,10,3.414833333
Find Yourself,Lukas Nelson and Promise of the Real,,0.726,0.603,8,-5.446,1,0.0307,0.607,0.00267,0.0925,0.909,133.49,4,0,6.272216667
Hagalaz' Runedance,The Dawning,41,0.588,0.47,11,-10.688,0,0.0586,9.12E-05,0.911,0.0965,0.411,120.025,4,8,4.895783333
TOTO,I Won't Hold You Back,60,0.539,0.306,,-15.067,0,0.0264,0.404,,0.0608,0.0643,102.245,4,10,4.88845
Digga D,Bluuwuu,59,0.919,0.672,2,-5.245,1,0.446,0.456,,0.165,0.855,140.139,4,5,3.029316667
No name faces,Dark Secrets,28,0.602,0.862,2,-5.863,1,0.0332,7.66E-06,0.221,0.141,0.403,99.995,4,8,5.21
ARXX,Iron Lung,27,0.314,0.869,4,-4.881,0,0.151,0.00373,0.00745,0.375,0.516,158.497,4,1,3.02285
Deathbeds AU,Enough Isn't Enough,17,0.374,0.982,10,-3.753,0,0.145,0.00113,6.87E-05,0.311,0.0945,178.013,4,8,3.337566667
Goba,Alfa,26,0.394,0.893,4,-8.752,1,0.0934,0.0801,0.659,0.371,0.648,194.989,3,8,3.83705
Rage Against The Machine,Guerrilla Radio,70,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06E-05,0.155,0.489,103.68,4,10,3.436666667
Metallica,Seek & Destroy,66,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,4,8,6.912
The Flaming Lips,She Don't Use Jelly,60,0.33,0.556,7,-11.494,1,0.0796,0.207,4.39E-05,0.315,0.506,173.828,4,6,3.70465
The Ataris,The Boys of Summer,67,0.251,0.954,6,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,4,10,4.3
Y&T,I Believe In You,32,0.308,0.904,2,-3.92,0,0.0584,0.00741,0.00176,0.252,0.308,110.78,4,10,7.222666667
Joe Henderson,Isotope - Rudy Van Gelder Edition / 2004 Digital Remaster,36,0.525,0.586,5,-9.888,1,0.0441,0.456,,0.226,0.583,96.835,4,2,9.27045
BABYMETAL,Gimme Chocolate!!,35,0.604,0.988,11,-1.591,1,0.0698,0.000216,0.000196,0.0684,0.558,110.023,4,8,3.880916667
Hawkwind,Silver Machine - Live at the Roundhouse London; 1996 Remaster,46,0.31,0.874,1,-11.889,1,0.152,0.000416,0.712,0.0695,0.096,131.717,4,6,4.666216667
Beautify Junkyards,Ritual in Transfigured Time,16,0.514,0.497,1,-10.227,0,0.0249,0.556,0.658,0.141,0.47,94.993,4,6,4.633333333
Dimman,Obscenity,,0.457,0.956,9,-7.421,0,0.121,0.000236,0.000132,0.264,0.0553,112.639,3,8,3.57555
Etaoin,Bedroom Walls,38,0.573,0.292,9,-10.508,1,0.0414,0.9,,0.107,0.3,76.344,4,9,3.539783333
Niniola,Look Like Me,41,0.829,0.718,1,-5.888,1,0.0518,0.00238,0.012,0.0746,0.538,118.048,4,9,4.7706
Billy Idol,Dancing With Myself,69,0.51,0.696,4,-10.83,1,0.0802,0.0157,0.000104,0.297,0.905,176.568,4,10,5.99555
BOYTOY,NY Rip Off,25,0.709,0.783,5,-7.073,0,0.0334,0.0533,0.00162,0.11,0.899,128.031,4,10,3.406766667
Maggie Lindemann,Loner,55,0.69,0.706,8,-4.235,0,0.0519,0.322,0.00024,0.132,0.229,159.905,4,10,3.176016667
Efrat Ben Zur,◊í◊ù ◊î◊ô◊ù ◊†◊°◊ï◊í,25,0.406,0.492,5,-5.273,1,0.031,0.000937,0.0019,0.112,0.2,61.858,4,10,3.345116667
Bring Me The Horizon,True Friends,67,0.419,0.938,7,-3.12,1,0.0837,0.000683,,0.114,0.333,160.151,4,10,3.872
Bush,Glycerine - Acoustic,50,0.657,0.281,11,-9.231,0,0.0362,0.585,0.00184,0.12,0.265,118.703,4,10,3.548216667
Nothing More,Do You Really Want It,55,0.223,0.891,7,-4.918,1,0.133,8.60E-05,0.000422,0.107,0.558,170.6,4,10,3.888883333
Matt Maltese,madhouse,48,0.644,0.533,10,-8.421,1,0.0499,0.599,2.87E-06,0.143,0.653,156.988,4,6,3.517916667
"Asha Bhosle, Kishore Kumar, R. D. Burman",Aap Ke Kamre Mein,17,0.369,0.674,10,-10.555,0,0.208,0.839,2.70E-06,0.898,0.428,127.462,4,3,8.752666667
Leonard Peters,Five Years Ago,57,0.309,0.104,,-23.378,1,0.0428,0.976,0.918,0.149,0.0779,50.329,4,7,2.926783333
"Javed Bashir, Junaid Bashir",Piya: Basant Mukhari,16,0.44,0.757,9,-5.553,1,0.0498,0.755,,0.111,0.528,124.775,4,0,5.68835
Simon & Garfunkel,The Sounds of Silence,54,0.44,0.466,6,-9.712,1,0.0284,0.17,1.03E-06,0.118,0.543,107.744,4,10,3.08755
ABSOLUTE.,Convalesce (feat. REGALJASON),42,0.57,0.804,8,-6.739,1,0.037,0.00611,0.784,0.114,0.0795,122.991,4,6,4.152466667
Dirtwire,Rain Gonna Fall,32,0.518,0.449,7,-11.318,1,0.0376,0.118,0.0295,0.216,0.394,119.947,4,2,3.833333333
Thaehan,Farewell,39,0.255,0.99,7,-5.336,1,0.0594,2.06E-06,0.872,0.289,0.339,199.985,4,8,3.01
Intervals,Touch and Go,47,0.447,0.876,11,-3.895,0,0.0822,0.000105,0.872,0.0421,0.407,94.993,4,8,4.359333333
Pure Reason Revolution,Ghosts & Typhoons,40,0.543,0.888,1,-8.11,0,0.0664,0.00082,0.00713,0.278,0.336,129.988,4,10,8.76
"Jada Facer, Kyson Facer",Sweater Weather (Acoustic),47,0.747,0.228,10,-10.742,0,0.0343,0.83,,0.0947,0.45,116.072,4,0,2.50861667
Melanie,Tuning My Guitar - Live at Woodstock,23,0.417,0.352,7,-17.601,1,0.232,0.832,0.00147,0.502,0.382,95.221,3,10,5.276216667
Misha,2 Cool,37,0.782,0.706,7,-7.509,0,0.301,0.317,5.96E-06,0.152,0.815,140.015,4,1,3.26805
Sold Soul,For Whom the Banshee Cries,38,0.172,0.964,4,-4.962,0,0.202,0.000138,1.51E-05,0.0932,0.0388,139.976,4,8,6.404766667
Loud Luxury,Amnesia (feat. GASHI),66,0.745,0.839,11,-6.654,0,0.0489,0.0454,3.09E-05,0.0882,0.226,124.021,4,10,3.2258
The National,I Need My Girl,65,0.52,0.436,,-11.508,0,0.0355,0.865,0.0651,0.123,0.114,126.053,4,6,4.087333333
bonsi,Mouth of Shame,32,0.468,0.539,4,-12.652,0,0.241,0.5,0.00714,0.132,0.0824,115.083,4,6,3.68695
Gogi 93,Private Cloud,30,0.48,0.648,5,-8.182,0,0.0381,0.595,0.962,0.679,0.214,175.749,4,6,3.200216667
cleopatrick,GOOD GRIEF,55,0.511,0.882,1,-5.553,1,0.059,0.00586,0.00483,0.642,0.622,112.115,4,10,3.00155
BLOXX,Coming Up Short,46,0.53,0.721,2,-4.599,1,0.0431,0.0047,5.79E-06,0.0568,0.594,150.988,4,10,3.2589
"Abhijeet Srivastava, Vishal-Shekhar","Chashni (From ""Bharat"")",58,0.756,0.52,6,-8.642,1,0.0341,0.495,,0.0901,0.684,119.92,4,3,4.43325
WALK THE MOON,Different Colors,52,0.48,0.826,,-4.602,1,0.0397,0.000797,1.01E-06,0.125,0.687,96,4,10,3.700883333
The Doors,Light My Fire,72,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16E-05,0.0905,0.44,124.618,4,10,0.000119378
Seasick Steve,Love & Peace,36,0.495,0.707,10,-12.736,0,0.0775,0.346,0.000796,0.193,0.669,107.985,4,2,5.997266667
Biig Piig,Oh No,60,0.697,0.41,7,-9.149,1,0.144,0.412,0.79,0.111,0.377,166.133,4,1,2.749116667
"Varun Nimbolkar, Saee Tembhekar",The Unposted Letter,20,0.53,0.539,1,-13.082,1,0.0413,0.462,0.765,0.334,0.321,166.018,4,0,4.240966667
